Lat,Long,Geoid2016,TNK70,TNK70_NZVD2016
-41.66666667,174.5,-11.037,0.2925,11.3295
-41.66666667,174.5333333,-11.013,0.2926,11.3056
-41.66666667,174.5666667,-11.002,0.2927,11.2947
-41.66666667,174.6,-11.004,0.2928,11.2968
-41.66666667,174.6333333,-11.016,0.2929,11.3089
-41.66666667,174.6666667,-11.036,0.293,11.329
-41.66666667,174.7,-11.061,0.2931,11.3541
-41.66666667,174.7333333,-11.085,0.2933,11.3783
-41.66666667,174.7666667,-11.107,0.2934,11.4004
-41.66666667,174.8,-11.126,0.2935,11.4195
-41.66666667,174.8333333,-11.143,0.2936,11.4366
-41.66666667,174.8666667,-11.165,0.2938,11.4588
-41.66666667,174.9,-11.199,0.2939,11.4929
-41.66666667,174.9333333,-11.254,0.2941,11.5481
-41.66666667,174.9666667,-11.335,0.2942,11.6292
-41.66666667,175,-11.44,0.2944,11.7344
-41.66666667,175.0333333,-11.576,0.2946,11.8706
-41.66666667,175.0666667,-11.723,0.2947,12.0177
-41.66666667,175.1,-11.874,0.2949,12.1689
-41.66666667,175.1333333,-12.023,0.2951,12.3181
-41.66666667,175.1666667,-12.161,0.2953,12.4563
-41.66666667,175.2,-12.284,0.2955,12.5795
-41.66666667,175.2333333,-12.387,0.2957,12.6827
-41.66666667,175.2666667,-12.472,0.2959,12.7679
-41.66666667,175.3,-12.535,0.2961,12.8311
-41.66666667,175.3333333,-12.578,0.2963,12.8743
-41.66666667,175.3666667,-12.598,0.2965,12.8945
-41.66666667,175.4,-12.608,0.2967,12.9047
-41.66666667,175.4333333,-12.61,0.2969,12.9069
-41.66666667,175.4666667,-12.605,0.2972,12.9022
-41.66666667,175.5,-12.595,0.2974,12.8924
-41.66666667,175.5333333,-12.577,0.2976,12.8746
-41.66666667,175.5666667,-12.549,0.2979,12.8469
-41.66666667,175.6,-12.509,0.2981,12.8071
-41.66666667,175.6333333,-12.458,0.2984,12.7564
-41.66666667,175.6666667,-12.396,0.2986,12.6946
-41.66666667,175.7,-12.332,0.2989,12.6309
-41.66666667,175.7333333,-12.272,0.2992,12.5712
-41.66666667,175.7666667,-12.222,0.2994,12.5214
-41.66666667,175.8,-12.183,0.2997,12.4827
-41.66666667,175.8333333,-12.153,0.3,12.453
-41.66666667,175.8666667,-12.131,0.3002,12.4312
-41.66666667,175.9,-12.113,0.3005,12.4135
-41.66666667,175.9333333,-12.098,0.3007,12.3987
-41.66666667,175.9666667,-12.088,0.301,12.389
-41.66666667,176,-12.084,0.3013,12.3853
-41.66666667,176.0333333,-12.086,0.3015,12.3875
-41.66666667,176.0666667,-12.093,0.3018,12.3948
-41.66666667,176.1,-12.102,0.302,12.404
-41.66666667,176.1333333,-12.115,0.3022,12.4172
-41.66666667,176.1666667,-12.131,0.3024,12.4334
-41.66666667,176.2,-12.152,0.3026,12.4546
-41.66666667,176.2333333,-12.175,0.3028,12.4778
-41.66666667,176.2666667,-12.198,0.303,12.501
-41.66666667,176.3,-12.22,0.3031,12.5231
-41.66666667,176.3333333,-12.238,0.3033,12.5413
-41.66666667,176.3666667,-12.249,0.3034,12.5524
-41.66666667,176.4,-12.255,0.3035,12.5585
-41.66666667,176.4333333,-12.256,0.3036,12.5596
-41.66666667,176.4666667,-12.254,0.3037,12.5577
-41.66666667,176.5,-12.252,0.3038,12.5558
-41.66666667,176.5333333,-12.256,0.3039,12.5599
-41.66666667,176.5666667,-12.267,0.3039,12.5709
-41.66666667,176.6,-12.282,0.304,12.586
-41.66666667,176.6333333,-12.3,0.304,12.604
-41.66666667,176.6666667,-12.319,0.304,12.623
-41.66666667,176.7,-12.338,0.304,12.642
-41.66666667,176.7333333,-12.358,0.304,12.662
-41.66666667,176.7666667,-12.382,0.304,12.686
-41.66666667,176.8,-12.407,0.304,12.711
-41.66666667,176.8333333,-12.438,0.304,12.742
-41.66666667,176.8666667,-12.471,0.304,12.775
-41.66666667,176.9,-12.508,0.304,12.812
-41.66666667,176.9333333,-12.547,0.304,12.851
-41.66666667,176.9666667,-12.59,0.304,12.894
-41.66666667,177,-12.635,0.3039,12.9389
-41.66666667,177.0333333,-12.684,0.3039,12.9879
-41.66666667,177.0666667,-12.733,0.3039,13.0369
-41.66666667,177.1,-12.782,0.3039,13.0859
-41.66666667,177.1333333,-12.831,0.3038,13.1348
-41.66666667,177.1666667,-12.88,0.3038,13.1838
-41.66666667,177.2,-12.929,0.3038,13.2328
-41.66666667,177.2333333,-12.982,0.3038,13.2858
-41.66666667,177.2666667,-13.037,0.3038,13.3408
-41.66666667,177.3,-13.094,0.3037,13.3977
-41.66666667,177.3333333,-13.155,0.3037,13.4587
-41.66666667,177.3666667,-13.217,0.3037,13.5207
-41.66666667,177.4,-13.283,0.3037,13.5867
-41.66666667,177.4333333,-13.349,0.3037,13.6527
-41.66666667,177.4666667,-13.417,0.3037,13.7207
-41.66666667,177.5,-13.485,0.3036,13.7886
-41.66666667,177.5333333,-13.551,0.3036,13.8546
-41.66666667,177.5666667,-13.616,0.3036,13.9196
-41.66666667,177.6,-13.68,0.3036,13.9836
-41.66666667,177.6333333,-13.744,0.3036,14.0476
-41.66666667,177.6666667,-13.808,0.3036,14.1116
-41.63333333,172.6,-18.282,0.2864,18.5684
-41.63333333,172.6333333,-18.201,0.2864,18.4874
-41.63333333,172.6666667,-18.127,0.2864,18.4134
-41.63333333,172.7,-18.133,0.2864,18.4194
-41.63333333,172.7333333,-18.157,0.2864,18.4434
-41.63333333,172.7666667,-18.147,0.2864,18.4334
-41.63333333,172.8,-18.123,0.2864,18.4094
-41.63333333,172.8333333,-18.103,0.2864,18.3894
-41.63333333,172.8666667,-18.119,0.2864,18.4054
-41.63333333,172.9,-18.146,0.2864,18.4324
-41.63333333,172.9333333,-18.244,0.2864,18.5304
-41.63333333,172.9666667,-18.266,0.2864,18.5524
-41.63333333,173,-18.372,0.2864,18.6584
-41.63333333,173.0333333,-18.431,0.2864,18.7174
-41.63333333,173.0666667,-18.283,0.2864,18.5694
-41.63333333,173.1,-17.941,0.2864,18.2274
-41.63333333,173.1333333,-17.745,0.2864,18.0314
-41.63333333,173.1666667,-17.411,0.2864,17.6974
-41.63333333,173.2,-17.222,0.2864,17.5084
-41.63333333,173.2333333,-17.033,0.2864,17.3194
-41.63333333,173.2666667,-16.828,0.2864,17.1144
-41.63333333,173.3,-16.636,0.2864,16.9224
-41.63333333,173.3333333,-16.464,0.2864,16.7504
-41.63333333,173.3666667,-16.294,0.2864,16.5804
-41.63333333,173.4,-16.132,0.2864,16.4184
-41.63333333,173.4333333,-15.97,0.2864,16.2564
-41.63333333,173.4666667,-15.808,0.2864,16.0944
-41.63333333,173.5,-15.662,0.2864,15.9484
-41.63333333,173.5333333,-15.477,0.2864,15.7634
-41.63333333,173.5666667,-15.265,0.2864,15.5514
-41.63333333,173.6,-15.071,0.2864,15.3574
-41.63333333,173.6333333,-14.851,0.2864,15.1374
-41.63333333,173.6666667,-14.651,0.2864,14.9374
-41.63333333,173.7,-14.486,0.2864,14.7724
-41.63333333,173.7333333,-14.333,0.2864,14.6194
-41.63333333,173.7666667,-14.199,0.2864,14.4854
-41.63333333,173.8,-14.064,0.2864,14.3504
-41.63333333,173.8333333,-13.884,0.2864,14.1704
-41.63333333,173.8666667,-13.746,0.2864,14.0324
-41.63333333,173.9,-13.519,0.2864,13.8054
-41.63333333,173.9333333,-13.289,0.2864,13.5754
-41.63333333,173.9666667,-13.071,0.2864,13.3574
-41.63333333,174,-12.862,0.2864,13.1484
-41.63333333,174.0333333,-12.621,0.2864,12.9074
-41.63333333,174.0666667,-12.418,0.2864,12.7044
-41.63333333,174.1,-12.224,0.2864,12.5104
-41.63333333,174.1333333,-12.053,0.2864,12.3394
-41.63333333,174.1666667,-11.899,0.292,12.191
-41.63333333,174.2,-11.772,0.292,12.064
-41.63333333,174.2333333,-11.658,0.292,11.95
-41.63333333,174.2666667,-11.556,0.2921,11.8481
-41.63333333,174.3,-11.463,0.2921,11.7551
-41.63333333,174.3333333,-11.381,0.2921,11.6731
-41.63333333,174.3666667,-11.309,0.2922,11.6012
-41.63333333,174.4,-11.248,0.2923,11.5403
-41.63333333,174.4333333,-11.196,0.2923,11.4883
-41.63333333,174.4666667,-11.154,0.2924,11.4464
-41.63333333,174.5,-11.12,0.2925,11.4125
-41.63333333,174.5333333,-11.107,0.2926,11.3996
-41.63333333,174.5666667,-11.104,0.2927,11.3967
-41.63333333,174.6,-11.111,0.2928,11.4038
-41.63333333,174.6333333,-11.137,0.2929,11.4299
-41.63333333,174.6666667,-11.169,0.293,11.462
-41.63333333,174.7,-11.21,0.2931,11.5031
-41.63333333,174.7333333,-11.244,0.2932,11.5372
-41.63333333,174.7666667,-11.288,0.2933,11.5813
-41.63333333,174.8,-11.317,0.2935,11.6105
-41.63333333,174.8333333,-11.359,0.2936,11.6526
-41.63333333,174.8666667,-11.409,0.2937,11.7027
-41.63333333,174.9,-11.468,0.2939,11.7619
-41.63333333,174.9333333,-11.542,0.294,11.836
-41.63333333,174.9666667,-11.66,0.2942,11.9542
-41.63333333,175,-11.798,0.2943,12.0923
-41.63333333,175.0333333,-11.973,0.2945,12.2675
-41.63333333,175.0666667,-12.148,0.2947,12.4427
-41.63333333,175.1,-12.317,0.2949,12.6119
-41.63333333,175.1333333,-12.494,0.295,12.789
-41.63333333,175.1666667,-12.654,0.2952,12.9492
-41.63333333,175.2,-12.796,0.2954,13.0914
-41.63333333,175.2333333,-12.921,0.2956,13.2166
-41.63333333,175.2666667,-13.026,0.2958,13.3218
-41.63333333,175.3,-13.106,0.296,13.402
-41.63333333,175.3333333,-13.152,0.2962,13.4482
-41.63333333,175.3666667,-13.162,0.2964,13.4584
-41.63333333,175.4,-13.155,0.2967,13.4517
-41.63333333,175.4333333,-13.147,0.2969,13.4439
-41.63333333,175.4666667,-13.13,0.2971,13.4271
-41.63333333,175.5,-13.105,0.2974,13.4024
-41.63333333,175.5333333,-13.08,0.2976,13.3776
-41.63333333,175.5666667,-13.04,0.2979,13.3379
-41.63333333,175.6,-12.989,0.2981,13.2871
-41.63333333,175.6333333,-12.927,0.2984,13.2254
-41.63333333,175.6666667,-12.849,0.2986,13.1476
-41.63333333,175.7,-12.771,0.2989,13.0699
-41.63333333,175.7333333,-12.701,0.2992,13.0002
-41.63333333,175.7666667,-12.64,0.2994,12.9394
-41.63333333,175.8,-12.593,0.2997,12.8927
-41.63333333,175.8333333,-12.554,0.3,12.854
-41.63333333,175.8666667,-12.518,0.3002,12.8182
-41.63333333,175.9,-12.49,0.3005,12.7905
-41.63333333,175.9333333,-12.46,0.3008,12.7608
-41.63333333,175.9666667,-12.44,0.3011,12.7411
-41.63333333,176,-12.426,0.3013,12.7273
-41.63333333,176.0333333,-12.418,0.3016,12.7196
-41.63333333,176.0666667,-12.414,0.3018,12.7158
-41.63333333,176.1,-12.412,0.3021,12.7141
-41.63333333,176.1333333,-12.412,0.3023,12.7143
-41.63333333,176.1666667,-12.414,0.3025,12.7165
-41.63333333,176.2,-12.424,0.3027,12.7267
-41.63333333,176.2333333,-12.442,0.3029,12.7449
-41.63333333,176.2666667,-12.462,0.3031,12.7651
-41.63333333,176.3,-12.483,0.3033,12.7863
-41.63333333,176.3333333,-12.504,0.3034,12.8074
-41.63333333,176.3666667,-12.521,0.3035,12.8245
-41.63333333,176.4,-12.535,0.3036,12.8386
-41.63333333,176.4333333,-12.54,0.3037,12.8437
-41.63333333,176.4666667,-12.541,0.3038,12.8448
-41.63333333,176.5,-12.537,0.3039,12.8409
-41.63333333,176.5333333,-12.53,0.304,12.834
-41.63333333,176.5666667,-12.531,0.304,12.835
-41.63333333,176.6,-12.525,0.304,12.829
-41.63333333,176.6333333,-12.532,0.3041,12.8361
-41.63333333,176.6666667,-12.531,0.3041,12.8351
-41.63333333,176.7,-12.533,0.3041,12.8371
-41.63333333,176.7333333,-12.549,0.3041,12.8531
-41.63333333,176.7666667,-12.563,0.3041,12.8671
-41.63333333,176.8,-12.583,0.3041,12.8871
-41.63333333,176.8333333,-12.604,0.3041,12.9081
-41.63333333,176.8666667,-12.631,0.304,12.935
-41.63333333,176.9,-12.66,0.304,12.964
-41.63333333,176.9333333,-12.691,0.304,12.995
-41.63333333,176.9666667,-12.728,0.304,13.032
-41.63333333,177,-12.766,0.304,13.07
-41.63333333,177.0333333,-12.807,0.3039,13.1109
-41.63333333,177.0666667,-12.855,0.3039,13.1589
-41.63333333,177.1,-12.902,0.3039,13.2059
-41.63333333,177.1333333,-12.947,0.3038,13.2508
-41.63333333,177.1666667,-12.993,0.3038,13.2968
-41.63333333,177.2,-13.039,0.3038,13.3428
-41.63333333,177.2333333,-13.087,0.3038,13.3908
-41.63333333,177.2666667,-13.136,0.3037,13.4397
-41.63333333,177.3,-13.187,0.3037,13.4907
-41.63333333,177.3333333,-13.243,0.3037,13.5467
-41.63333333,177.3666667,-13.3,0.3037,13.6037
-41.63333333,177.4,-13.36,0.3037,13.6637
-41.63333333,177.4333333,-13.421,0.3037,13.7247
-41.63333333,177.4666667,-13.48,0.3036,13.7836
-41.63333333,177.5,-13.541,0.3036,13.8446
-41.63333333,177.5333333,-13.603,0.3036,13.9066
-41.63333333,177.5666667,-13.66,0.3036,13.9636
-41.63333333,177.6,-13.72,0.3036,14.0236
-41.63333333,177.6333333,-13.781,0.3036,14.0846
-41.63333333,177.6666667,-13.842,0.3036,14.1456
-41.6,172.6,-18.417,0.2864,18.7034
-41.6,172.6333333,-18.299,0.2864,18.5854
-41.6,172.6666667,-18.179,0.2864,18.4654
-41.6,172.7,-18.147,0.2864,18.4334
-41.6,172.7333333,-18.155,0.2864,18.4414
-41.6,172.7666667,-18.126,0.2864,18.4124
-41.6,172.8,-18.108,0.2864,18.3944
-41.6,172.8333333,-18.116,0.2864,18.4024
-41.6,172.8666667,-18.09,0.2864,18.3764
-41.6,172.9,-18.075,0.2864,18.3614
-41.6,172.9333333,-18.282,0.2864,18.5684
-41.6,172.9666667,-18.358,0.2864,18.6444
-41.6,173,-18.261,0.2864,18.5474
-41.6,173.0333333,-18.294,0.2864,18.5804
-41.6,173.0666667,-18.196,0.2864,18.4824
-41.6,173.1,-17.923,0.2864,18.2094
-41.6,173.1333333,-17.727,0.2864,18.0134
-41.6,173.1666667,-17.543,0.2864,17.8294
-41.6,173.2,-17.379,0.2864,17.6654
-41.6,173.2333333,-17.313,0.2864,17.5994
-41.6,173.2666667,-17.074,0.2864,17.3604
-41.6,173.3,-16.861,0.2864,17.1474
-41.6,173.3333333,-16.623,0.2864,16.9094
-41.6,173.3666667,-16.384,0.2864,16.6704
-41.6,173.4,-16.141,0.2864,16.4274
-41.6,173.4333333,-15.943,0.2864,16.2294
-41.6,173.4666667,-15.762,0.2864,16.0484
-41.6,173.5,-15.596,0.2864,15.8824
-41.6,173.5333333,-15.423,0.2864,15.7094
-41.6,173.5666667,-15.256,0.2864,15.5424
-41.6,173.6,-15.05,0.2864,15.3364
-41.6,173.6333333,-14.845,0.2864,15.1314
-41.6,173.6666667,-14.647,0.2864,14.9334
-41.6,173.7,-14.431,0.2864,14.7174
-41.6,173.7333333,-14.241,0.2864,14.5274
-41.6,173.7666667,-14.086,0.2864,14.3724
-41.6,173.8,-13.923,0.2864,14.2094
-41.6,173.8333333,-13.76,0.2864,14.0464
-41.6,173.8666667,-13.602,0.2864,13.8884
-41.6,173.9,-13.43,0.2864,13.7164
-41.6,173.9333333,-13.224,0.2864,13.5104
-41.6,173.9666667,-13.052,0.2864,13.3384
-41.6,174,-12.88,0.2864,13.1664
-41.6,174.0333333,-12.67,0.2864,12.9564
-41.6,174.0666667,-12.467,0.2864,12.7534
-41.6,174.1,-12.274,0.2864,12.5604
-41.6,174.1333333,-12.102,0.2864,12.3884
-41.6,174.1666667,-11.945,0.2919,12.2369
-41.6,174.2,-11.817,0.2919,12.1089
-41.6,174.2333333,-11.702,0.2919,11.9939
-41.6,174.2666667,-11.6,0.292,11.892
-41.6,174.3,-11.508,0.292,11.8
-41.6,174.3333333,-11.427,0.2921,11.7191
-41.6,174.3666667,-11.36,0.2921,11.6521
-41.6,174.4,-11.308,0.2922,11.6002
-41.6,174.4333333,-11.263,0.2922,11.5552
-41.6,174.4666667,-11.223,0.2923,11.5153
-41.6,174.5,-11.201,0.2924,11.4934
-41.6,174.5333333,-11.197,0.2925,11.4895
-41.6,174.5666667,-11.21,0.2926,11.5026
-41.6,174.6,-11.223,0.2927,11.5157
-41.6,174.6333333,-11.262,0.2928,11.5548
-41.6,174.6666667,-11.313,0.2929,11.6059
-41.6,174.7,-11.367,0.293,11.66
-41.6,174.7333333,-11.433,0.2932,11.7262
-41.6,174.7666667,-11.477,0.2933,11.7703
-41.6,174.8,-11.536,0.2934,11.8294
-41.6,174.8333333,-11.593,0.2935,11.8865
-41.6,174.8666667,-11.658,0.2937,11.9517
-41.6,174.9,-11.73,0.2938,12.0238
-41.6,174.9333333,-11.841,0.294,12.135
-41.6,174.9666667,-11.972,0.2941,12.2661
-41.6,175,-12.131,0.2943,12.4253
-41.6,175.0333333,-12.32,0.2945,12.6145
-41.6,175.0666667,-12.518,0.2946,12.8126
-41.6,175.1,-12.716,0.2948,13.0108
-41.6,175.1333333,-12.913,0.295,13.208
-41.6,175.1666667,-13.098,0.2952,13.3932
-41.6,175.2,-13.271,0.2954,13.5664
-41.6,175.2333333,-13.423,0.2956,13.7186
-41.6,175.2666667,-13.585,0.2958,13.8808
-41.6,175.3,-13.701,0.296,13.997
-41.6,175.3333333,-13.726,0.2962,14.0222
-41.6,175.3666667,-13.717,0.2964,14.0134
-41.6,175.4,-13.691,0.2966,13.9876
-41.6,175.4333333,-13.665,0.2969,13.9619
-41.6,175.4666667,-13.631,0.2971,13.9281
-41.6,175.5,-13.594,0.2973,13.8913
-41.6,175.5333333,-13.553,0.2976,13.8506
-41.6,175.5666667,-13.507,0.2978,13.8048
-41.6,175.6,-13.445,0.2981,13.7431
-41.6,175.6333333,-13.365,0.2983,13.6633
-41.6,175.6666667,-13.276,0.2986,13.5746
-41.6,175.7,-13.188,0.2989,13.4869
-41.6,175.7333333,-13.111,0.2991,13.4101
-41.6,175.7666667,-13.052,0.2994,13.3514
-41.6,175.8,-13.002,0.2997,13.3017
-41.6,175.8333333,-12.958,0.3,13.258
-41.6,175.8666667,-12.916,0.3003,13.2163
-41.6,175.9,-12.876,0.3005,13.1765
-41.6,175.9333333,-12.84,0.3008,13.1408
-41.6,175.9666667,-12.81,0.3011,13.1111
-41.6,176,-12.788,0.3014,13.0894
-41.6,176.0333333,-12.773,0.3016,13.0746
-41.6,176.0666667,-12.763,0.3019,13.0649
-41.6,176.1,-12.743,0.3022,13.0452
-41.6,176.1333333,-12.73,0.3024,13.0324
-41.6,176.1666667,-12.72,0.3026,13.0226
-41.6,176.2,-12.715,0.3028,13.0178
-41.6,176.2333333,-12.725,0.303,13.028
-41.6,176.2666667,-12.73,0.3032,13.0332
-41.6,176.3,-12.746,0.3034,13.0494
-41.6,176.3333333,-12.765,0.3035,13.0685
-41.6,176.3666667,-12.784,0.3037,13.0877
-41.6,176.4,-12.802,0.3038,13.1058
-41.6,176.4333333,-12.817,0.3039,13.1209
-41.6,176.4666667,-12.824,0.3039,13.1279
-41.6,176.5,-12.826,0.304,13.13
-41.6,176.5333333,-12.82,0.3041,13.1241
-41.6,176.5666667,-12.811,0.3041,13.1151
-41.6,176.6,-12.791,0.3041,13.0951
-41.6,176.6333333,-12.776,0.3041,13.0801
-41.6,176.6666667,-12.763,0.3042,13.0672
-41.6,176.7,-12.756,0.3042,13.0602
-41.6,176.7333333,-12.755,0.3042,13.0592
-41.6,176.7666667,-12.757,0.3041,13.0611
-41.6,176.8,-12.77,0.3041,13.0741
-41.6,176.8333333,-12.787,0.3041,13.0911
-41.6,176.8666667,-12.806,0.3041,13.1101
-41.6,176.9,-12.827,0.3041,13.1311
-41.6,176.9333333,-12.849,0.304,13.153
-41.6,176.9666667,-12.877,0.304,13.181
-41.6,177,-12.909,0.304,13.213
-41.6,177.0333333,-12.944,0.3039,13.2479
-41.6,177.0666667,-12.982,0.3039,13.2859
-41.6,177.1,-13.026,0.3039,13.3299
-41.6,177.1333333,-13.07,0.3038,13.3738
-41.6,177.1666667,-13.115,0.3038,13.4188
-41.6,177.2,-13.157,0.3038,13.4608
-41.6,177.2333333,-13.201,0.3038,13.5048
-41.6,177.2666667,-13.243,0.3037,13.5467
-41.6,177.3,-13.289,0.3037,13.5927
-41.6,177.3333333,-13.339,0.3037,13.6427
-41.6,177.3666667,-13.391,0.3037,13.6947
-41.6,177.4,-13.443,0.3037,13.7467
-41.6,177.4333333,-13.499,0.3036,13.8026
-41.6,177.4666667,-13.555,0.3036,13.8586
-41.6,177.5,-13.611,0.3036,13.9146
-41.6,177.5333333,-13.666,0.3036,13.9696
-41.6,177.5666667,-13.722,0.3036,14.0256
-41.6,177.6,-13.776,0.3036,14.0796
-41.6,177.6333333,-13.831,0.3036,14.1346
-41.6,177.6666667,-13.887,0.3036,14.1906
-41.56666667,172.6,-18.606,0.2864,18.8924
-41.56666667,172.6333333,-18.45,0.2864,18.7364
-41.56666667,172.6666667,-18.25,0.2864,18.5364
-41.56666667,172.7,-18.163,0.2864,18.4494
-41.56666667,172.7333333,-18.118,0.2864,18.4044
-41.56666667,172.7666667,-18.104,0.2864,18.3904
-41.56666667,172.8,-18.08,0.2864,18.3664
-41.56666667,172.8333333,-18.093,0.2864,18.3794
-41.56666667,172.8666667,-18.041,0.2864,18.3274
-41.56666667,172.9,-18.031,0.2864,18.3174
-41.56666667,172.9333333,-18.095,0.2864,18.3814
-41.56666667,172.9666667,-18.14,0.2864,18.4264
-41.56666667,173,-18.18,0.2864,18.4664
-41.56666667,173.0333333,-18.107,0.2864,18.3934
-41.56666667,173.0666667,-18.089,0.2864,18.3754
-41.56666667,173.1,-17.863,0.2864,18.1494
-41.56666667,173.1333333,-17.704,0.2864,17.9904
-41.56666667,173.1666667,-17.661,0.2864,17.9474
-41.56666667,173.2,-17.576,0.2864,17.8624
-41.56666667,173.2333333,-17.399,0.2864,17.6854
-41.56666667,173.2666667,-17.259,0.2864,17.5454
-41.56666667,173.3,-17.106,0.2864,17.3924
-41.56666667,173.3333333,-16.904,0.2864,17.1904
-41.56666667,173.3666667,-16.609,0.2864,16.8954
-41.56666667,173.4,-16.309,0.2864,16.5954
-41.56666667,173.4333333,-16.029,0.2864,16.3154
-41.56666667,173.4666667,-15.814,0.2864,16.1004
-41.56666667,173.5,-15.615,0.2864,15.9014
-41.56666667,173.5333333,-15.431,0.2864,15.7174
-41.56666667,173.5666667,-15.246,0.2864,15.5324
-41.56666667,173.6,-15.06,0.2864,15.3464
-41.56666667,173.6333333,-14.868,0.2864,15.1544
-41.56666667,173.6666667,-14.665,0.2864,14.9514
-41.56666667,173.7,-14.441,0.2864,14.7274
-41.56666667,173.7333333,-14.231,0.2864,14.5174
-41.56666667,173.7666667,-14.04,0.2864,14.3264
-41.56666667,173.8,-13.867,0.2864,14.1534
-41.56666667,173.8333333,-13.69,0.2864,13.9764
-41.56666667,173.8666667,-13.519,0.2864,13.8054
-41.56666667,173.9,-13.347,0.2864,13.6334
-41.56666667,173.9333333,-13.182,0.2864,13.4684
-41.56666667,173.9666667,-13.03,0.2864,13.3164
-41.56666667,174,-12.849,0.2864,13.1354
-41.56666667,174.0333333,-12.652,0.2864,12.9384
-41.56666667,174.0666667,-12.474,0.2864,12.7604
-41.56666667,174.1,-12.31,0.2864,12.5964
-41.56666667,174.1333333,-12.153,0.2864,12.4394
-41.56666667,174.1666667,-11.988,0.2918,12.2798
-41.56666667,174.2,-11.859,0.2918,12.1508
-41.56666667,174.2333333,-11.744,0.2918,12.0358
-41.56666667,174.2666667,-11.64,0.2919,11.9319
-41.56666667,174.3,-11.549,0.2919,11.8409
-41.56666667,174.3333333,-11.469,0.292,11.761
-41.56666667,174.3666667,-11.409,0.292,11.701
-41.56666667,174.4,-11.357,0.2921,11.6491
-41.56666667,174.4333333,-11.32,0.2922,11.6122
-41.56666667,174.4666667,-11.298,0.2922,11.5902
-41.56666667,174.5,-11.282,0.2923,11.5743
-41.56666667,174.5333333,-11.285,0.2924,11.5774
-41.56666667,174.5666667,-11.314,0.2925,11.6065
-41.56666667,174.6,-11.354,0.2926,11.6466
-41.56666667,174.6333333,-11.406,0.2927,11.6987
-41.56666667,174.6666667,-11.471,0.2928,11.7638
-41.56666667,174.7,-11.549,0.293,11.842
-41.56666667,174.7333333,-11.619,0.2931,11.9121
-41.56666667,174.7666667,-11.696,0.2932,11.9892
-41.56666667,174.8,-11.77,0.2933,12.0633
-41.56666667,174.8333333,-11.842,0.2935,12.1355
-41.56666667,174.8666667,-11.919,0.2936,12.2126
-41.56666667,174.9,-12.01,0.2938,12.3038
-41.56666667,174.9333333,-12.124,0.2939,12.4179
-41.56666667,174.9666667,-12.262,0.2941,12.5561
-41.56666667,175,-12.435,0.2942,12.7292
-41.56666667,175.0333333,-12.64,0.2944,12.9344
-41.56666667,175.0666667,-12.852,0.2946,13.1466
-41.56666667,175.1,-13.065,0.2947,13.3597
-41.56666667,175.1333333,-13.268,0.2949,13.5629
-41.56666667,175.1666667,-13.47,0.2951,13.7651
-41.56666667,175.2,-13.662,0.2953,13.9573
-41.56666667,175.2333333,-13.873,0.2955,14.1685
-41.56666667,175.2666667,-14.062,0.2957,14.3577
-41.56666667,175.3,-14.239,0.2959,14.5349
-41.56666667,175.3333333,-14.298,0.2961,14.5941
-41.56666667,175.3666667,-14.219,0.2964,14.5154
-41.56666667,175.4,-14.186,0.2966,14.4826
-41.56666667,175.4333333,-14.153,0.2968,14.4498
-41.56666667,175.4666667,-14.1,0.297,14.397
-41.56666667,175.5,-14.05,0.2973,14.3473
-41.56666667,175.5333333,-14,0.2975,14.2975
-41.56666667,175.5666667,-13.935,0.2978,14.2328
-41.56666667,175.6,-13.859,0.298,14.157
-41.56666667,175.6333333,-13.775,0.2983,14.0733
-41.56666667,175.6666667,-13.685,0.2986,13.9836
-41.56666667,175.7,-13.598,0.2989,13.8969
-41.56666667,175.7333333,-13.525,0.2991,13.8241
-41.56666667,175.7666667,-13.458,0.2994,13.7574
-41.56666667,175.8,-13.409,0.2997,13.7087
-41.56666667,175.8333333,-13.358,0.3,13.658
-41.56666667,175.8666667,-13.309,0.3003,13.6093
-41.56666667,175.9,-13.257,0.3006,13.5576
-41.56666667,175.9333333,-13.215,0.3009,13.5159
-41.56666667,175.9666667,-13.185,0.3012,13.4862
-41.56666667,176,-13.162,0.3014,13.4634
-41.56666667,176.0333333,-13.144,0.3017,13.4457
-41.56666667,176.0666667,-13.122,0.302,13.424
-41.56666667,176.1,-13.103,0.3023,13.4053
-41.56666667,176.1333333,-13.076,0.3025,13.3785
-41.56666667,176.1666667,-13.049,0.3027,13.3517
-41.56666667,176.2,-13.03,0.303,13.333
-41.56666667,176.2333333,-13.027,0.3032,13.3302
-41.56666667,176.2666667,-13.014,0.3034,13.3174
-41.56666667,176.3,-13.02,0.3035,13.3235
-41.56666667,176.3333333,-13.031,0.3037,13.3347
-41.56666667,176.3666667,-13.044,0.3038,13.3478
-41.56666667,176.4,-13.063,0.3039,13.3669
-41.56666667,176.4333333,-13.08,0.304,13.384
-41.56666667,176.4666667,-13.096,0.3041,13.4001
-41.56666667,176.5,-13.106,0.3041,13.4101
-41.56666667,176.5333333,-13.105,0.3042,13.4092
-41.56666667,176.5666667,-13.095,0.3042,13.3992
-41.56666667,176.6,-13.072,0.3042,13.3762
-41.56666667,176.6333333,-13.047,0.3042,13.3512
-41.56666667,176.6666667,-13.016,0.3042,13.3202
-41.56666667,176.7,-12.991,0.3042,13.2952
-41.56666667,176.7333333,-12.981,0.3042,13.2852
